y_test,y_pred,X_extra_test
3.4850000000000003,3.07,"      index  Reliability chemicalFormula Clean
0     808.5          1.0                Ag1Br1
1     793.5          1.0                Ag1Cl1
2     783.0          1.0                 Ag1N3
12    159.0          1.0                 Al1P1
14    153.5          1.0                 Al2O3
..      ...          ...                   ...
445  1196.0          1.0                 Yb2O3
448   485.0          1.0                 Zn1I2
457   455.0          1.0                Zn3Sb2
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1

[84 rows x 3 columns]"
4.19,5.7,"      index  Reliability chemicalFormula Clean
0     808.5          1.0                Ag1Br1
1     793.5          1.0                Ag1Cl1
2     783.0          1.0                 Ag1N3
12    159.0          1.0                 Al1P1
14    153.5          1.0                 Al2O3
..      ...          ...                   ...
445  1196.0          1.0                 Yb2O3
448   485.0          1.0                 Zn1I2
457   455.0          1.0                Zn3Sb2
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1

[84 rows x 3 columns]"
3.9,4.17,"      index  Reliability chemicalFormula Clean
0     808.5          1.0                Ag1Br1
1     793.5          1.0                Ag1Cl1
2     783.0          1.0                 Ag1N3
12    159.0          1.0                 Al1P1
14    153.5          1.0                 Al2O3
..      ...          ...                   ...
445  1196.0          1.0                 Yb2O3
448   485.0          1.0                 Zn1I2
457   455.0          1.0                Zn3Sb2
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1

[84 rows x 3 columns]"
2.45,1.4,"      index  Reliability chemicalFormula Clean
0     808.5          1.0                Ag1Br1
1     793.5          1.0                Ag1Cl1
2     783.0          1.0                 Ag1N3
12    159.0          1.0                 Al1P1
14    153.5          1.0                 Al2O3
..      ...          ...                   ...
445  1196.0          1.0                 Yb2O3
448   485.0          1.0                 Zn1I2
457   455.0          1.0                Zn3Sb2
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1

[84 rows x 3 columns]"
9.7,5.56,"      index  Reliability chemicalFormula Clean
0     808.5          1.0                Ag1Br1
1     793.5          1.0                Ag1Cl1
2     783.0          1.0                 Ag1N3
12    159.0          1.0                 Al1P1
14    153.5          1.0                 Al2O3
..      ...          ...                   ...
445  1196.0          1.0                 Yb2O3
448   485.0          1.0                 Zn1I2
457   455.0          1.0                Zn3Sb2
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1

[84 rows x 3 columns]"
1.2,1.225,"      index  Reliability chemicalFormula Clean
0     808.5          1.0                Ag1Br1
1     793.5          1.0                Ag1Cl1
2     783.0          1.0                 Ag1N3
12    159.0          1.0                 Al1P1
14    153.5          1.0                 Al2O3
..      ...          ...                   ...
445  1196.0          1.0                 Yb2O3
448   485.0          1.0                 Zn1I2
457   455.0          1.0                Zn3Sb2
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1

[84 rows x 3 columns]"
2.6,3.2,"      index  Reliability chemicalFormula Clean
0     808.5          1.0                Ag1Br1
1     793.5          1.0                Ag1Cl1
2     783.0          1.0                 Ag1N3
12    159.0          1.0                 Al1P1
14    153.5          1.0                 Al2O3
..      ...          ...                   ...
445  1196.0          1.0                 Yb2O3
448   485.0          1.0                 Zn1I2
457   455.0          1.0                Zn3Sb2
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1

[84 rows x 3 columns]"
4.0,2.48,"      index  Reliability chemicalFormula Clean
0     808.5          1.0                Ag1Br1
1     793.5          1.0                Ag1Cl1
2     783.0          1.0                 Ag1N3
12    159.0          1.0                 Al1P1
14    153.5          1.0                 Al2O3
..      ...          ...                   ...
445  1196.0          1.0                 Yb2O3
448   485.0          1.0                 Zn1I2
457   455.0          1.0                Zn3Sb2
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1

[84 rows x 3 columns]"
0.48,0.17,"      index  Reliability chemicalFormula Clean
0     808.5          1.0                Ag1Br1
1     793.5          1.0                Ag1Cl1
2     783.0          1.0                 Ag1N3
12    159.0          1.0                 Al1P1
14    153.5          1.0                 Al2O3
..      ...          ...                   ...
445  1196.0          1.0                 Yb2O3
448   485.0          1.0                 Zn1I2
457   455.0          1.0                Zn3Sb2
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1

[84 rows x 3 columns]"
5.13,2.1,"      index  Reliability chemicalFormula Clean
0     808.5          1.0                Ag1Br1
1     793.5          1.0                Ag1Cl1
2     783.0          1.0                 Ag1N3
12    159.0          1.0                 Al1P1
14    153.5          1.0                 Al2O3
..      ...          ...                   ...
445  1196.0          1.0                 Yb2O3
448   485.0          1.0                 Zn1I2
457   455.0          1.0                Zn3Sb2
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1

[84 rows x 3 columns]"
10.48,7.77,"      index  Reliability chemicalFormula Clean
0     808.5          1.0                Ag1Br1
1     793.5          1.0                Ag1Cl1
2     783.0          1.0                 Ag1N3
12    159.0          1.0                 Al1P1
14    153.5          1.0                 Al2O3
..      ...          ...                   ...
445  1196.0          1.0                 Yb2O3
448   485.0          1.0                 Zn1I2
457   455.0          1.0                Zn3Sb2
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1

[84 rows x 3 columns]"
2.755,3.08,"      index  Reliability chemicalFormula Clean
0     808.5          1.0                Ag1Br1
1     793.5          1.0                Ag1Cl1
2     783.0          1.0                 Ag1N3
12    159.0          1.0                 Al1P1
14    153.5          1.0                 Al2O3
..      ...          ...                   ...
445  1196.0          1.0                 Yb2O3
448   485.0          1.0                 Zn1I2
457   455.0          1.0                Zn3Sb2
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1

[84 rows x 3 columns]"
