y_test,y_pred,X_extra_test
24.0,29.95635510184514,
21.7,20.156620081188702,
19.6,16.901456359011387,
15.2,16.354525496551876,
15.6,15.680933538124012,
14.5,16.28370566465815,
21.0,21.723871640405314,
24.7,22.756388603990327,
26.6,27.730965477986718,
20.0,21.047723229283914,
19.4,18.395787190616726,
18.9,14.170875927623255,
35.4,30.957392092444643,
16.0,15.720769781573692,
19.4,18.432109033294267,
22.8,21.01857096603495,
24.1,22.110456470035736,
20.3,20.160619813435723,
22.0,25.944296436751024,
38.7,38.298136373119455,
18.6,11.670868850197113,
19.3,18.449958111147755,
18.8,19.572485999645995,
19.2,21.948717725309827,
22.0,18.37446151236141,
18.8,17.415742084608166,
15.7,14.872880841005841,
19.2,18.887865175697925,
23.0,19.152562434384567,
18.4,16.836483655353074,
13.8,10.878617812355564,
15.6,13.661653300217866,
17.8,12.877038420414115,
19.6,16.73674558425194,
15.6,9.128665689619385,
13.1,10.286836592607958,
27.0,26.91855935832608,
50.0,37.122811474030016,
50.0,34.13759846250102,
23.8,25.633185148135787,
23.6,26.87317935462564,
23.2,23.962839965053707,
29.8,28.0627527631717,
37.0,31.33134523042355,
31.1,31.849432551222463,
24.4,25.211274857800866,
28.1,26.4825549772908,
23.3,23.874715556357437,
23.0,27.757329253356662,
44.8,42.74425173275868,
31.7,37.97821484139389,
25.1,28.298481189005287,
42.8,26.64943843812903,
21.9,21.222251119197516,
50.0,40.10295221200087,
31.0,34.543454574478154,
22.8,17.920821831525725,
35.2,31.046410122959035,
32.4,29.426125463236726,
35.1,33.73675985936497,
22.0,25.62558450864296,
22.3,24.05422526398315,
24.8,26.725454184372357,
37.3,31.059206614268316,
20.3,22.26808725170631,
22.1,24.77039007445947,
19.4,21.63027651343473,
23.8,26.04584450123492,
19.8,20.20129754140926,
23.1,26.024886899295236,
25.0,25.683660945774136,
23.0,24.498259843116976,
21.1,21.35730768102319,
18.5,19.537378743620383,
18.7,20.576180034784137,
16.5,22.277161617285596,
30.1,19.083362887383732,
21.7,26.906275740818476,
22.7,27.281763844726598,
16.8,25.340448913652377,
50.0,22.508531195459675,
50.0,35.78388823731233,
13.8,8.142287944933006,
10.2,12.206397505294493,
23.2,16.378149788222377,
13.1,17.209924504607603,
7.2,13.427867220937364,
12.1,14.631547221132772,
27.9,21.683900170015573,
15.0,6.528048766019877,
14.5,16.21828969858252,
11.8,10.106828974126529,
16.1,16.762620332484236,
20.0,18.30272432479483,
23.7,24.507196965171897,
7.0,11.791897979559218,
8.1,10.090409503093486,
20.1,15.833553187154097,
23.1,19.292207930411646,
19.7,17.396782187100722,
18.3,20.053857676265682,
