y_test,y_pred,X_extra_test
2.5,1.919,"      index  Reliability chemicalFormula Clean
8     164.5          1.0                Al1As1
14    153.5          1.0                 Al2O3
43     25.0          1.0                Be1Te1
51   1428.0          1.0                Bi2Te3
53     60.0          1.0                 C1Br4
..      ...          ...                   ...
458   456.0          1.0                Zn4Sb3
461   736.0          1.0                 Zr1S3
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1
465   729.0          1.0                 Zr6O1

[84 rows x 3 columns]"
9.7,8.97,"      index  Reliability chemicalFormula Clean
8     164.5          1.0                Al1As1
14    153.5          1.0                 Al2O3
43     25.0          1.0                Be1Te1
51   1428.0          1.0                Bi2Te3
53     60.0          1.0                 C1Br4
..      ...          ...                   ...
458   456.0          1.0                Zn4Sb3
461   736.0          1.0                 Zr1S3
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1
465   729.0          1.0                 Zr6O1

[84 rows x 3 columns]"
2.89,0.175,"      index  Reliability chemicalFormula Clean
8     164.5          1.0                Al1As1
14    153.5          1.0                 Al2O3
43     25.0          1.0                Be1Te1
51   1428.0          1.0                Bi2Te3
53     60.0          1.0                 C1Br4
..      ...          ...                   ...
458   456.0          1.0                Zn4Sb3
461   736.0          1.0                 Zr1S3
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1
465   729.0          1.0                 Zr6O1

[84 rows x 3 columns]"
0.145,0.3,"      index  Reliability chemicalFormula Clean
8     164.5          1.0                Al1As1
14    153.5          1.0                 Al2O3
43     25.0          1.0                Be1Te1
51   1428.0          1.0                Bi2Te3
53     60.0          1.0                 C1Br4
..      ...          ...                   ...
458   456.0          1.0                Zn4Sb3
461   736.0          1.0                 Zr1S3
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1
465   729.0          1.0                 Zr6O1

[84 rows x 3 columns]"
3.7,10.05,"      index  Reliability chemicalFormula Clean
8     164.5          1.0                Al1As1
14    153.5          1.0                 Al2O3
43     25.0          1.0                Be1Te1
51   1428.0          1.0                Bi2Te3
53     60.0          1.0                 C1Br4
..      ...          ...                   ...
458   456.0          1.0                Zn4Sb3
461   736.0          1.0                 Zr1S3
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1
465   729.0          1.0                 Zr6O1

[84 rows x 3 columns]"
6.0,3.4,"      index  Reliability chemicalFormula Clean
8     164.5          1.0                Al1As1
14    153.5          1.0                 Al2O3
43     25.0          1.0                Be1Te1
51   1428.0          1.0                Bi2Te3
53     60.0          1.0                 C1Br4
..      ...          ...                   ...
458   456.0          1.0                Zn4Sb3
461   736.0          1.0                 Zr1S3
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1
465   729.0          1.0                 Zr6O1

[84 rows x 3 columns]"
0.46,1.9,"      index  Reliability chemicalFormula Clean
8     164.5          1.0                Al1As1
14    153.5          1.0                 Al2O3
43     25.0          1.0                Be1Te1
51   1428.0          1.0                Bi2Te3
53     60.0          1.0                 C1Br4
..      ...          ...                   ...
458   456.0          1.0                Zn4Sb3
461   736.0          1.0                 Zr1S3
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1
465   729.0          1.0                 Zr6O1

[84 rows x 3 columns]"
1.0,0.85,"      index  Reliability chemicalFormula Clean
8     164.5          1.0                Al1As1
14    153.5          1.0                 Al2O3
43     25.0          1.0                Be1Te1
51   1428.0          1.0                Bi2Te3
53     60.0          1.0                 C1Br4
..      ...          ...                   ...
458   456.0          1.0                Zn4Sb3
461   736.0          1.0                 Zr1S3
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1
465   729.0          1.0                 Zr6O1

[84 rows x 3 columns]"
4.47,2.6,"      index  Reliability chemicalFormula Clean
8     164.5          1.0                Al1As1
14    153.5          1.0                 Al2O3
43     25.0          1.0                Be1Te1
51   1428.0          1.0                Bi2Te3
53     60.0          1.0                 C1Br4
..      ...          ...                   ...
458   456.0          1.0                Zn4Sb3
461   736.0          1.0                 Zr1S3
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1
465   729.0          1.0                 Zr6O1

[84 rows x 3 columns]"
5.7,2.6,"      index  Reliability chemicalFormula Clean
8     164.5          1.0                Al1As1
14    153.5          1.0                 Al2O3
43     25.0          1.0                Be1Te1
51   1428.0          1.0                Bi2Te3
53     60.0          1.0                 C1Br4
..      ...          ...                   ...
458   456.0          1.0                Zn4Sb3
461   736.0          1.0                 Zr1S3
463   740.0          1.0                Zr1Se3
464   730.0          1.0                 Zr3O1
465   729.0          1.0                 Zr6O1

[84 rows x 3 columns]"
