,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,-0.41806835989096447,0.2802361242958908,-1.26998102437456,-0.2725262501653341,-0.12403098518545017,0.37658184913403425,-0.09998520001413454,0.12856230825248732,-0.9915600610946913,-0.6583381775832027,-1.4625948177021322,0.4382261878640967,-1.0566384356878653
2,-0.415637547909793,-0.48190576942432545,-0.5581568503721015,-0.2725262501653341,-0.7276929461042415,1.2373353841163446,-0.24679342764122003,0.5578471585588713,-0.8773120312957297,-0.977708568065982,-0.30574984236941727,0.3940718118984872,-1.1921518633534085
3,-0.4150486816787797,-0.48190576942432545,-1.2894216005552994,-0.2725262501653341,-0.823928910888396,0.9734650381463582,-0.7946387648837585,1.0938291897645724,-0.7630640014967681,-1.095993897874419,0.11071434875035945,0.4135995457407716,-1.3476356908854528
4,-0.4107967892863443,-0.48190576942432545,-1.2894216005552994,-0.2725262501653341,-0.823928910888396,1.1837146721010539,-0.4938609326721687,1.0938291897645724,-0.7630640014967681,-1.095993897874419,0.11071434875035945,0.4382261878640967,-1.0067124360216124
5,-0.4153407964232981,-0.48190576942432545,-1.2894216005552994,-0.2725262501653341,-0.823928910888396,0.1719765006546318,-0.3327299511302456,1.0938291897645724,-0.7630640014967681,-1.095993897874419,0.11071434875035945,0.4080666878187912,-1.0238299216214708
6,-0.4085665163956557,0.047359434548046954,-0.4385225354137052,-0.2725262501653341,-0.24651312218346577,-0.41785133151357506,-0.049855561312203235,0.8482788427132528,-0.5345679418988448,-0.5696241802268751,-1.5088686167154415,0.4241228245335585,0.006072128636657271
8,-0.39431433074543965,0.047359434548046954,-0.4385225354137052,-0.2725262501653341,-0.24651312218346577,-0.9554695230353126,1.146094390576737,1.1035689782962075,-0.5345679418988448,-0.5696241802268751,-1.5088686167154415,0.32680961755284144,2.5023721119492945
9,-0.3990901749812176,0.047359434548046954,-0.4385225354137052,-0.2725262501653341,-0.24651312218346577,-0.4291399024641627,0.6412173150787116,1.3531816492074558,-0.5345679418988448,-0.5696241802268751,-1.5088686167154415,0.3276775168347206,0.6722276098978012
10,-0.39273204254596467,0.047359434548046954,-0.4385225354137052,-0.2725262501653341,-0.24651312218346577,0.09718971810698847,0.941995147290301,1.233073905204279,-0.5345679418988448,-0.5696241802268751,-1.5088686167154415,0.39070870218120496,1.1500907495605055
11,-0.405184013123811,0.047359434548046954,-0.4385225354137052,-0.2725262501653341,-0.24651312218346577,-0.4220845456200443,0.5337966607174296,1.174341512048691,-0.5345679418988448,-0.5696241802268751,-1.5088686167154415,0.4382261878640967,0.12589452783566382
12,-0.40793012355938335,0.047359434548046954,-0.4385225354137052,-0.2725262501653341,-0.24651312218346577,-0.5914131098788598,-1.0381255814359978,0.7946365902978159,-0.5345679418988448,-0.5696241802268751,-1.5088686167154415,0.36879424531375277,0.4739500683661117
13,-0.3458000994454929,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-0.5067488277494527,-0.22172860829025437,0.4307894146989493,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.4382261878640967,-0.5887604959584112
14,-0.3448495673403138,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-0.2993213365324036,0.5910876763767797,0.3105837833738465,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.2550994393875639,-0.3034690692941097
15,-0.3460748264075996,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-0.669022035164151,-0.4115050976618525,0.32854610694726366,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.4243397993540281,-0.5588048961586594
16,-0.296630928341368,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-0.5265038269129815,-1.3854523638708096,0.32854610694726366,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.32919634057800984,-0.8284052943564243
17,-0.3278976386742902,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-0.44889490162769025,0.49082839897291664,0.2107387150093474,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.3281114664756604,0.32559852650067483
19,-0.33466728195995615,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-0.8200066716282602,0.05398440457036961,-0.015087336673887737,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.3736761787743237,-0.15797044169531607
20,-0.2736952841546924,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-1.0415448765335438,1.0780613094812581,-0.014402125420405957,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.21767128285651915,1.2313988061598315
21,-0.3200337242821742,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-0.4841716858482773,0.7593800348761217,0.09053308368424419,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.39081718959143974,0.20577612730166828
22,-0.275934830529334,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-0.23441205356652403,0.8488972468438567,0.07320702770334596,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.4382261878640967,0.9033136654958849
23,-0.30422359332785964,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-0.6986545339094435,1.146094390576737,0.13110737862256294,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.41262315904865776,1.0687826929611797
24,-0.33183191424133646,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-0.5420256119700384,0.9348337703328821,0.2800918825939041,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.41034492343372414,0.5581110392320805
25,-0.32136678760041326,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-1.0006238068376636,0.6340559381212927,0.30701089612354837,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,-0.5759141230118678,0.5880666390318323
26,-0.3409141325877735,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-0.6986545339094435,0.7987676081419249,0.4183087811533874,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.22103439257380147,0.345568926367176
27,-0.3080094931516585,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-0.3684638336047537,0.7450572809612839,0.3064235721919925,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,-0.5438018495823338,0.6979038382975883
28,-0.3291970856131997,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,0.26369613962815724,0.9455758357690107,0.3070598397845112,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.341021468293615,0.05885104256955316
29,-0.3025984152651022,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,0.5162779146475571,0.6913469537806429,0.20148836308734216,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.2573776750024975,-0.05811844236281044
31,-0.26176378786370635,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-0.3331870493841667,1.146094390576737,0.17016442007102864,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.219407081420278,0.0930860137692691
33,-0.28529525339436,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-0.8566945272176714,0.9670599666412668,-0.019639097143445833,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,0.024563692638374206,0.8505347515629895
34,-0.23184521026044672,-0.48190576942432545,-0.3981459541152463,-0.2725262501653341,-0.12403098518545017,-0.2993213365324036,1.0350930477367457,-0.033049660247305095,-0.6488159716978065,-0.5932812461885625,1.1750117260564577,-1.1737882408164724,1.1343997210939691
35,-0.41136247180747526,-0.48190576942432545,-0.7241494623768766,-0.2725262501653341,-0.4652312239656365,-0.529325969650628,0.007435454347147494,-0.2285795857944493,-0.5345679418988448,-0.7588807079203741,0.3420833438169025,0.4382261878640967,-0.3862035830267571
