,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,-0.4183724929502953,0.31078859569750067,-1.290420337173782,-0.28322059201851035,-0.1535168516225248,0.3803934441024481,-0.15960800206946832,0.1560077900075506,-0.9833834878774345,-0.6701429845198524,-1.4998056412535847,0.42437641858841235,-1.0959144435223047
1,-0.4157758235931987,-0.47463439923289885,-0.6019937744106018,-0.28322059201851035,-0.7512868971357965,0.16714470316230629,0.33322232978776656,0.5742499129576085,-0.8673195296237145,-0.9924853800723846,-0.3306147662411418,0.42437641858841235,-0.49548228648296144
2,-0.4157782977898229,-0.47463439923289885,-0.6019937744106018,-0.28322059201851035,-0.7512868971357965,1.225080015358854,-0.3070973714573999,0.5742499129576085,-0.8673195296237145,-0.9924853800723846,-0.3306147662411418,0.37504927175953384,-1.2330323640000393
3,-0.41514985184727643,-0.47463439923289885,-1.3092219029635326,-0.28322059201851035,-0.8465835710582016,0.9661351156458252,-0.857484530392852,1.096444587273659,-0.7512555713699945,-1.1118714524992483,0.09029394876333706,0.3968647175315196,-1.3903571359165983
4,-0.41061217523849575,-0.47463439923289885,-1.3092219029635326,-0.28322059201851035,-0.8465835710582016,1.1724601961658325,-0.5553111882322116,1.096444587273659,-0.7512555713699945,-1.1118714524992483,0.09029394876333706,0.42437641858841235,-1.0453973149252445
5,-0.4154616006219254,-0.47463439923289885,-1.3092219029635326,-0.28322059201851035,-0.8465835710582016,0.1796072919185476,-0.3934326120747257,1.096444587273659,-0.7512555713699945,-1.1118714524992483,0.09029394876333706,0.39068367456279046,-1.0627174733013796
6,-0.4082319980860165,0.07079823613543412,-0.48629183108905893,-0.28322059201851035,-0.27480352752376835,-0.3992107192046951,-0.10924577837602856,0.8572106651621053,-0.5191276548625546,-0.5806034301997046,-1.5465732762540831,0.40862081886420104,-0.020621277670596353
7,-0.40127208298214523,0.07079823613543412,-0.48629183108905893,-0.28322059201851035,-0.27480352752376835,-0.17765358576039156,0.9519582208786012,1.043180825862735,-0.5191276548625546,-0.5806034301997046,-1.5465732762540831,0.42437641858841235,0.949307591392958
8,-0.39302187433875424,0.07079823613543412,-0.48629183108905893,-0.28322059201851035,-0.27480352752376835,-0.9267936432189414,1.0922529868817559,1.1059338339350502,-0.5191276548625546,-0.5806034301997046,-1.5465732762540831,0.2999071807671392,2.50523515218241
9,-0.3981187193846038,0.07079823613543412,-0.48629183108905893,-0.28322059201851035,-0.27480352752376835,-0.41028857587691026,0.585033448254967,1.3491255825435662,-0.5191276548625546,-0.5806034301997046,-1.5465732762540831,0.30087675613478276,0.6534215524673205
11,-0.4046221452113104,0.07079823613543412,-0.48629183108905893,-0.28322059201851035,-0.27480352752376835,-0.4033649154567747,0.4771143974833097,1.174885847364053,-0.5191276548625546,-0.5806034301997046,-1.5465732762540831,0.42437641858841235,0.10061983096234793
12,-0.4075528311126739,0.07079823613543412,-0.48629183108905893,-0.28322059201851035,-0.27480352752376835,-0.5695327655400023,-1.102101045475275,0.8049482815395691,-0.5191276548625546,-0.5806034301997046,-1.5465732762540831,0.34681038917690826,0.4527963846104245
13,-0.34124683578076975,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,-0.4864488404983891,-0.28191625961068006,0.4504605444502144,-0.6351916131162746,-0.6044806446850773,1.165949553774785,0.42437641858841235,-0.6224967812412842
15,-0.34154002808073736,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,-0.6456930301614824,-0.4725732493072744,0.35084729683390276,-0.6351916131162746,-0.6044806446850773,1.165949553774785,0.40886321270611176,-0.592186504083048
16,-0.28877283667644915,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,-0.505835089674766,-1.451039309636967,0.35084729683390276,-0.6351916131162746,-0.6044806446850773,1.165949553774785,0.30257351302815993,-0.8649789985071727
18,-0.3198512204730105,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,-1.169121757923648,-1.1884362860926008,0.016053322916179207,-0.6351916131162746,-0.6044806446850773,1.165949553774785,-0.8834595554421243,-0.12742892099009492
19,-0.32936574359136706,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,-0.7938593631523594,-0.00492402929675967,0.016053322916179207,-0.6351916131162746,-0.6044806446850773,1.165949553774785,0.3522642506199045,-0.18660612877522254
20,-0.2642956094732502,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,-1.0112623003445822,1.0239042547263726,0.016720908108437803,-0.6351916131162746,-0.6044806446850773,1.165949553774785,0.1779830782859307,1.2192133927543938
21,-0.3137486144994241,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,-0.4642931271539588,0.7037444041037898,0.1189568118371943,-0.6351916131162746,-0.6044806446850773,1.165949553774785,0.37141336413086945,0.18144723671764423
22,-0.2666856834122263,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,-0.21919554828119756,0.7936769464135042,0.10207644340436806,-0.6351916131162746,-0.6044806446850773,1.165949553774785,0.42437641858841235,0.8872436905451412
23,-0.2968758306207002,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,-0.6747724039260471,1.0922529868817559,0.15848739215022584,-0.6351916131162746,-0.6044806446850773,1.165949553774785,0.39577394524292064,1.0546718881811121
24,-0.3263398011199719,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,-0.5210671425990608,0.8800121870308296,0.30363948680989705,-0.6351916131162746,-0.6044806446850773,1.165949553774785,0.3932288099028552,0.5379538299597543
26,-0.33603246639527073,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,-0.6747724039260471,0.7433147227200639,0.43830095701978905,-0.6351916131162746,-0.6044806446850773,1.165949553774785,0.1817401828355505,0.32289519678941264
27,-0.3009161937080169,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,-0.35074509626375355,0.6893551973342352,0.3292938320552659,-0.6351916131162746,-0.6044806446850773,1.165949553774785,-0.6726981099005523,0.6794017900315228
28,-0.3235278766565699,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,0.2696148773802963,0.8908040921079957,0.3299137325909345,-0.6351916131162746,-0.6044806446850773,1.165949553774785,0.31578397741230646,0.03278254398915307
29,-0.2951414187871369,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,0.5174819204211112,0.6353956719484067,0.22705792832650923,-0.6351916131162746,-0.6044806446850773,1.165949553774785,0.2223411513556351,-0.08557187158110213
31,-0.251562156546811,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,-0.3161267941630807,1.0922529868817559,0.19653974810896993,-0.6351916131162746,-0.6044806446850773,1.165949553774785,0.17992222902121863,0.06742286074142265
32,-0.2474463304624563,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,-0.4850641084143618,0.4447386822518123,0.10832313341764568,-0.6351916131162746,-0.6044806446850773,1.165949553774785,-1.566888992710051,2.1848122222239144
34,-0.2196326491115253,-0.47463439923289885,-0.44724242521803814,-0.28322059201851035,-0.1535168516225248,-0.28289322414643514,0.9807366344177102,-0.0014469460523160499,-0.6351916131162746,-0.6044806446850773,1.165949553774785,-1.376488629888999,1.1210658286229624
35,-0.4112158792148003,-0.47463439923289885,-0.7625302207692425,-0.28322059201851035,-0.49138687734741754,-0.5086045538428194,-0.051688951297811044,-0.19194714912898678,-0.5191276548625546,-0.7716211460826866,0.3241321237658257,0.42437641858841235,-0.4175415737903545
36,-0.4071000531304455,-0.47463439923289885,-0.7625302207692425,-0.28322059201851035,-0.49138687734741754,-0.6359999055732933,-0.2963054663802343,-0.18355464956916356,-0.5191276548625546,-0.7716211460826866,0.3241321237658257,0.1899815734605229,-0.16784262386774293
37,-0.4092402332103775,-0.47463439923289885,-0.7625302207692425,-0.28322059201851035,-0.49138687734741754,-0.623537316817052,-1.0121685031655607,0.08171509504047861,-0.5191276548625546,-0.7716211460826866,0.3241321237658257,0.42437641858841235,-0.5488861081427109
38,-0.39749893313024204,-0.47463439923289885,-0.7625302207692425,-0.28322059201851035,-0.49138687734741754,-0.4629083950699315,-1.4186635944054695,0.04027712846385108,-0.5191276548625546,-0.7716211460826866,0.3241321237658257,0.3823210870168626,-0.35259097987984844
39,-0.4157362364472116,2.797961412977099,-1.1978587825165476,-0.28322059201851035,-1.1064835908465809,0.40808808578298544,-1.7208369365661103,0.7812013225577962,-0.7512555713699945,-0.9327923438589527,-0.09677659123865316,0.40898440962706717,-1.1911753145910466
