,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
1,-0.4181892798935153,-0.4910500669439254,-0.5826552883558076,-0.27964093429378584,-0.7353738386764421,0.1728533222309362,0.3579235129133326,0.5536362875851054,-0.8730914542768263,-0.9944041922075478,-0.28235942807955405,0.4419986868348903,-0.4917980998495398
3,-0.4176110156193017,-0.4910500669439254,-1.2940289378143421,-0.27964093429378584,-0.830520183649055,0.9895847253570998,-0.810370172875841,1.0682036243539297,-0.7584099843876936,-1.112830572559705,0.12780795680365825,0.41675256257047344,-1.3627426675517462
4,-0.4134191710386383,-0.4910500669439254,-1.2940289378143421,-0.27964093429378584,-0.830520183649055,1.2004911015543243,-0.5138847662103104,1.0682036243539297,-0.7584099843876936,-1.112830572559705,0.12780795680365825,0.4419986868348903,-1.027007584195573
5,-0.4178990049416373,-0.4910500669439254,-1.2940289378143421,-0.27964093429378584,-0.830520183649055,0.18559263354486172,-0.3550532983537763,1.0682036243539297,-0.7584099843876936,-1.112830572559705,0.12780795680365825,0.41108052584146354,-1.043864575828519
6,-0.411220395418901,0.03850003843028313,-0.4662751412051271,-0.27964093429378584,-0.2596421138133754,-0.406077603035271,-0.07621583256119445,0.8324640271875348,-0.529047044609428,-0.5858331799926054,-1.467287428853281,0.42754055399623786,-0.029635579246272373
7,-0.40479091951628043,0.03850003843028313,-0.4662751412051271,-0.27964093429378584,-0.2596421138133754,-0.17960095745435883,0.9650126789427516,1.015717849979829,-0.529047044609428,-0.5858331799926054,-1.467287428853281,0.4419986868348903,0.9143559521986995
8,-0.3971694878073262,0.03850003843028313,-0.4662751412051271,-0.27964093429378584,-0.2596421138133754,-0.9453751153248167,1.102666617751748,1.0775542681323056,-0.529047044609428,-0.5858331799926054,-1.467287428853281,0.32777943740953225,2.428675700558342
9,-0.40187788466455987,0.03850003843028313,-0.4662751412051271,-0.27964093429378584,-0.2596421138133754,-0.4174014353143166,0.6049946851346079,1.3171938825529985,-0.529047044609428,-0.5858331799926054,-1.467287428853281,0.3286691686611415,0.6263823451358737
10,-0.3956095456446748,0.03850003843028313,-0.4662751412051271,-0.27964093429378584,-0.2596421138133754,0.11057224469618472,0.901480091800138,1.2018849386729242,-0.529047044609428,-0.5858331799926054,-1.467287428853281,0.39328590080927506,1.0969733615556139
11,-0.4078856619166175,0.03850003843028313,-0.4662751412051271,-0.27964093429378584,-0.2596421138133754,-0.410324040139912,0.49910703989691846,1.1454991470445257,-0.529047044609428,-0.5858331799926054,-1.467287428853281,0.4419986868348903,0.0883633621843491
12,-0.4105929901095269,0.03850003843028313,-0.4662751412051271,-0.27964093429378584,-0.2596421138133754,-0.5801815243255961,-1.0503821687479369,0.7809650041669308,-0.529047044609428,-0.5858331799926054,-1.467287428853281,0.37082018670613764,0.43112219205424984
13,-0.34934040400418453,-0.4910500669439254,-0.42699684154177237,-0.27964093429378584,-0.13854676566641297,-0.4952527822327547,-0.24563606494149742,0.43165502502900344,-0.6437285144985607,-0.6095184560630369,1.1760134959496473,0.4419986868348903,-0.6154160384911433
