y_test,y_pred,X_extra_test
2.5,1.9,"       index  Reliability chemicalFormula Clean
8     164.50          1.0                Al1As1
9     146.00          1.0                 Al1B1
13    177.50          1.0                Al1Sb1
24    616.00          1.0                 As2S3
42     23.00          1.0                Be1Se1
..       ...          ...                   ...
424  1292.50          1.0                 Tl2O3
447   441.00          1.0                Zn1As2
450   430.75          1.0                 Zn1P2
452   453.50          1.0                Zn1Sb1
466   728.00          1.0                   ZrC

[84 rows x 3 columns]"
0.82,2.45,"       index  Reliability chemicalFormula Clean
8     164.50          1.0                Al1As1
9     146.00          1.0                 Al1B1
13    177.50          1.0                Al1Sb1
24    616.00          1.0                 As2S3
42     23.00          1.0                Be1Se1
..       ...          ...                   ...
424  1292.50          1.0                 Tl2O3
447   441.00          1.0                Zn1As2
450   430.75          1.0                 Zn1P2
452   453.50          1.0                Zn1Sb1
466   728.00          1.0                   ZrC

[84 rows x 3 columns]"
1.919,0.1,"       index  Reliability chemicalFormula Clean
8     164.50          1.0                Al1As1
9     146.00          1.0                 Al1B1
13    177.50          1.0                Al1Sb1
24    616.00          1.0                 As2S3
42     23.00          1.0                Be1Se1
..       ...          ...                   ...
424  1292.50          1.0                 Tl2O3
447   441.00          1.0                Zn1As2
450   430.75          1.0                 Zn1P2
452   453.50          1.0                Zn1Sb1
466   728.00          1.0                   ZrC

[84 rows x 3 columns]"
2.43,3.5,"       index  Reliability chemicalFormula Clean
8     164.50          1.0                Al1As1
9     146.00          1.0                 Al1B1
13    177.50          1.0                Al1Sb1
24    616.00          1.0                 As2S3
42     23.00          1.0                Be1Se1
..       ...          ...                   ...
424  1292.50          1.0                 Tl2O3
447   441.00          1.0                Zn1As2
450   430.75          1.0                 Zn1P2
452   453.50          1.0                Zn1Sb1
466   728.00          1.0                   ZrC

[84 rows x 3 columns]"
3.61,1.0,"       index  Reliability chemicalFormula Clean
8     164.50          1.0                Al1As1
9     146.00          1.0                 Al1B1
13    177.50          1.0                Al1Sb1
24    616.00          1.0                 As2S3
42     23.00          1.0                Be1Se1
..       ...          ...                   ...
424  1292.50          1.0                 Tl2O3
447   441.00          1.0                Zn1As2
450   430.75          1.0                 Zn1P2
452   453.50          1.0                Zn1Sb1
466   728.00          1.0                   ZrC

[84 rows x 3 columns]"
2.89,1.0,"       index  Reliability chemicalFormula Clean
8     164.50          1.0                Al1As1
9     146.00          1.0                 Al1B1
13    177.50          1.0                Al1Sb1
24    616.00          1.0                 As2S3
42     23.00          1.0                Be1Se1
..       ...          ...                   ...
424  1292.50          1.0                 Tl2O3
447   441.00          1.0                Zn1As2
450   430.75          1.0                 Zn1P2
452   453.50          1.0                Zn1Sb1
466   728.00          1.0                   ZrC

[84 rows x 3 columns]"
0.67,1.0,"       index  Reliability chemicalFormula Clean
8     164.50          1.0                Al1As1
9     146.00          1.0                 Al1B1
13    177.50          1.0                Al1Sb1
24    616.00          1.0                 As2S3
42     23.00          1.0                Be1Se1
..       ...          ...                   ...
424  1292.50          1.0                 Tl2O3
447   441.00          1.0                Zn1As2
450   430.75          1.0                 Zn1P2
452   453.50          1.0                Zn1Sb1
466   728.00          1.0                   ZrC

[84 rows x 3 columns]"
2.66,3.59,"       index  Reliability chemicalFormula Clean
8     164.50          1.0                Al1As1
9     146.00          1.0                 Al1B1
13    177.50          1.0                Al1Sb1
24    616.00          1.0                 As2S3
42     23.00          1.0                Be1Se1
..       ...          ...                   ...
424  1292.50          1.0                 Tl2O3
447   441.00          1.0                Zn1As2
450   430.75          1.0                 Zn1P2
452   453.50          1.0                Zn1Sb1
466   728.00          1.0                   ZrC

[84 rows x 3 columns]"
10.0,10.5,"       index  Reliability chemicalFormula Clean
8     164.50          1.0                Al1As1
9     146.00          1.0                 Al1B1
13    177.50          1.0                Al1Sb1
24    616.00          1.0                 As2S3
42     23.00          1.0                Be1Se1
..       ...          ...                   ...
424  1292.50          1.0                 Tl2O3
447   441.00          1.0                Zn1As2
450   430.75          1.0                 Zn1P2
452   453.50          1.0                Zn1Sb1
466   728.00          1.0                   ZrC

[84 rows x 3 columns]"
6.0,4.87,"       index  Reliability chemicalFormula Clean
8     164.50          1.0                Al1As1
9     146.00          1.0                 Al1B1
13    177.50          1.0                Al1Sb1
24    616.00          1.0                 As2S3
42     23.00          1.0                Be1Se1
..       ...          ...                   ...
424  1292.50          1.0                 Tl2O3
447   441.00          1.0                Zn1As2
450   430.75          1.0                 Zn1P2
452   453.50          1.0                Zn1Sb1
466   728.00          1.0                   ZrC

[84 rows x 3 columns]"
3.5615,2.4,"       index  Reliability chemicalFormula Clean
8     164.50          1.0                Al1As1
9     146.00          1.0                 Al1B1
13    177.50          1.0                Al1Sb1
24    616.00          1.0                 As2S3
42     23.00          1.0                Be1Se1
..       ...          ...                   ...
424  1292.50          1.0                 Tl2O3
447   441.00          1.0                Zn1As2
450   430.75          1.0                 Zn1P2
452   453.50          1.0                Zn1Sb1
466   728.00          1.0                   ZrC

[84 rows x 3 columns]"
1.75,5.6,"       index  Reliability chemicalFormula Clean
8     164.50          1.0                Al1As1
9     146.00          1.0                 Al1B1
13    177.50          1.0                Al1Sb1
24    616.00          1.0                 As2S3
42     23.00          1.0                Be1Se1
..       ...          ...                   ...
424  1292.50          1.0                 Tl2O3
447   441.00          1.0                Zn1As2
450   430.75          1.0                 Zn1P2
452   453.50          1.0                Zn1Sb1
466   728.00          1.0                   ZrC

[84 rows x 3 columns]"
