y_test,y_pred,X_extra_test
4.19,5.9,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
0.85,1.42,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
0.13,0.8,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
0.4,0.6,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
2.45,1.12,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
4.1,2.84,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
2.5,1.7,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
8.0,5.0,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
3.88,5.13,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
7.7,7.77,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
1.75,3.35,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
0.52,1.15,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
4.85,6.6,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
0.15,0.25,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
0.47,4.54,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
0.015,0.025,"       index  Reliability chemicalFormula Clean
1     793.50          1.0                Ag1Cl1
3     820.00          1.0                Ag1Te1
6     803.00          1.0                Ag2Se1
10    184.00          1.0                Al1Bi1
12    159.00          1.0                 Al1P1
..       ...          ...                   ...
423  1302.00          1.0                Tl1Se1
444  1201.00          1.0                Yb1Sb1
450   430.75          1.0                 Zn1P2
457   455.00          1.0                Zn3Sb2
459   731.00          1.0                 Zr1O2

[84 rows x 3 columns]"
