,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,-0.42767047588487944,0.2896289683176387,-1.3031626664622327,-0.2777186698341832,-0.16230785829052774,0.429407457535836,-0.123657555869443,0.1523967384387382,-0.9936100285065053,-0.6677139092196305,-1.4232826687905828,0.44328290911252133,-1.0737405088839693
3,-0.42454697110424683,-0.48847870775959956,-1.322453066007111,-0.2777186698341832,-0.8442382759228099,1.0317043372200623,-0.8126218279345506,1.0966686321663968,-0.7647717791205886,-1.1041577350753875,0.13525429735226605,0.41873316456077375,-1.3613999343072707
4,-0.4201488845263733,-0.48847870775959956,-1.322453066007111,-0.2777186698341832,-0.8442382759228099,1.2438609213168699,-0.5143074008548133,1.0966686321663968,-0.7647717791205886,-1.1041577350753875,0.13525429735226605,0.44328290911252133,-1.0243871760907557
5,-0.42484912972410066,-0.48847870775959956,-1.322453066007111,-0.2777186698341832,-0.8442382759228099,0.22294635220672707,-0.3544961006335254,1.0966686321663968,-0.7647717791205886,-1.1041577350753875,0.13525429735226605,0.41321758318571156,-1.0413083187627148
7,-0.4110961163521788,0.051873845071815874,-0.4781271166966714,-0.2777186698341832,-0.28164568137617724,-0.1444120283098931,0.9737133723167327,1.0431876614081679,-0.5359335297346719,-0.5792455661407608,-1.4691219913241966,0.44328290911252133,0.9243644216298431
8,-0.4030997043053307,0.051873845071815874,-0.4781271166966714,-0.2777186698341832,-0.28164568137617724,-0.9147255316412548,1.1122164991751824,1.1061965759272632,-0.5359335297346719,-0.5792455661407608,-1.4691219913241966,0.3322142410303851,2.4444470716608175
9,-0.40803975793151365,0.051873845071815874,-0.4781271166966714,-0.2777186698341832,-0.28164568137617724,-0.3836221365532739,0.6114744251484809,1.3503800592459458,-0.5359335297346719,-0.5792455661407608,-1.4691219913241966,0.3330794302656888,0.6352949009838791
10,-0.4014630117811221,0.051873845071815874,-0.4781271166966714,-0.2777186698341832,-0.28164568137617724,0.14748125853470828,0.9097888522282178,1.232884712566721,-0.5359335297346719,-0.5792455661407608,-1.4691219913241966,0.3959137984796336,1.1076768005760647
11,-0.414343122473466,0.051873845071815874,-0.4781271166966714,-0.2777186698341832,-0.28164568137617724,-0.37650278809364834,0.5049335583342891,1.1754297753152663,-0.5359335297346719,-0.5792455661407608,-1.4691219913241966,0.44328290911252133,0.09522843070385746
12,-0.41718365330852114,0.051873845071815874,-0.4781271166966714,-0.2777186698341832,-0.28164568137617724,-0.5473671511246346,-1.0541144593800522,0.8039836059846112,-0.5359335297346719,-0.5792455661407608,-1.4691219913241966,0.3740677702882107,0.4392916650336885
14,-0.351934178010069,-0.48847870775959956,-0.4380624407188473,-0.2777186698341832,-0.16230785829052774,-0.25262612489618375,0.5617553539685244,0.3304591648038718,-0.6503526544276302,-0.602837124295126,1.1895587156253706,0.2607279804634013,-0.32921023131777816
15,-0.35320156555445625,-0.48847870775959956,-0.4380624407188473,-0.2777186698341832,-0.16230785829052774,-0.6256799841805042,-0.43262606963059946,0.34803079977994156,-0.6503526544276302,-0.602837124295126,1.1895587156253706,0.4294398813476594,-0.5816172761744981
17,-0.33439938572140415,-0.48847870775959956,-0.4380624407188473,-0.2777186698341832,-0.16230785829052774,-0.4035563122402213,0.4623172116086122,0.23278577147639878,-0.6503526544276302,-0.602837124295126,1.1895587156253706,0.333512024883341,0.29264176187671126
18,-0.33217995871604866,-0.48847870775959956,-0.4380624407188473,-0.2777186698341832,-0.16230785829052774,-1.1639027277281093,-1.1393471528314054,0.011871537744555195,-0.6503526544276302,-0.602837124295126,1.1895587156253706,-0.7237492206580084,-0.12756661447693465
19,-0.34140179183230424,-0.48847870775959956,-0.4380624407188473,-0.2777186698341832,-0.16230785829052774,-0.7780340412164658,0.029051019897565224,0.011871537744555195,-0.6503526544276302,-0.602837124295126,1.1895587156253706,0.3789344597367949,-0.1853805186061276
