y true,y pred
24.0,25.576931232928768
21.6,22.3986112161049
34.7,33.90708675697814
33.4,33.71093461009576
36.2,33.18155893610221
28.7,23.322774614093714
27.1,17.45219955248234
16.5,16.96297778619104
18.9,17.486397060608017
15.0,17.12318926539293
21.7,17.804664566790755
20.4,22.38955556224708
18.2,21.593034855516258
19.9,22.35879355507862
23.1,22.896559638952628
18.2,21.593034855516258
13.6,17.014734916473877
19.6,21.55416661581588
14.5,17.07446785179726
15.6,17.343745203563284
13.9,17.377942711688963
16.6,19.080110921290736
14.8,17.377942711688963
18.4,21.55917486803156
21.0,24.343202543979345
12.7,16.85452343727198
14.5,21.519969107690205
13.2,16.88872094539766
13.5,17.014734916473877
18.9,22.092940566248284
20.0,21.593034855516258
21.0,22.35879355507862
24.7,21.593034855516258
30.8,25.948650262001888
34.9,33.93438087462519
26.6,27.169374747747632
25.3,22.976756557720133
24.7,22.896559638952628
21.2,22.35940545576355
19.3,21.63560360551626
20.0,21.59673536581588
16.6,17.486397060608017
14.4,16.96297778619104
19.4,17.65979996654429
19.7,21.59673536581588
20.5,22.35940545576355
25.0,23.214686665219702
23.4,22.40136230507862
18.9,19.46132454640466
35.4,33.36840347503785
24.7,23.015962318061487
31.6,28.44349027117045
19.6,22.31683670576355
18.7,21.55416661581588
16.0,19.800614029902636
22.2,22.93576539929398
25.0,25.875652108472845
33.0,32.37237653772344
23.5,23.575470123457237
19.4,21.709063625357526
22.0,22.526854688762086
20.9,22.35879355507862
24.2,22.93576539929398
21.7,21.79057119916638
22.8,22.976756557720133
23.4,22.872990867158748
24.1,22.896559638952628
21.4,22.31683670576355
20.0,21.55416661581588
20.8,21.593034855516258
21.2,21.55416661581588
20.3,22.31683670576355
28.0,26.594566549583288
23.9,25.59700077818859
24.8,22.896559638952628
22.9,22.872990867158748
23.9,22.28547606533542
26.6,25.754792378584614
22.5,21.59673536581588
22.2,22.40136230507862
28.7,32.90554784291225
22.0,22.47133007258843
22.9,22.47133007258843
25.0,22.896559638952628
20.6,21.63560360551626
28.4,25.66285633374415
21.4,21.751632375357527
38.7,44.289253998355264
33.2,34.25122273243057
27.5,25.574213898118156
26.5,26.62698220239369
18.6,21.56162190358397
19.3,21.55416661581588
20.1,21.55416661581588
19.5,17.377942711688963
20.4,21.55416661581588
19.8,21.55917486803156
21.7,21.55416661581588
22.8,24.673501582839858
18.8,17.595790500524874
18.7,17.38819008646292
18.5,21.593034855516258
18.3,17.740655100771335
21.2,21.55416661581588
19.2,21.593034855516258
20.4,17.740655100771335
19.3,21.55416661581588
22.0,21.340339808821938
20.3,21.636549651530167
20.5,17.486397060608017
17.3,16.56554686865069
18.8,17.35963231523724
21.4,19.02266916554067
15.7,16.29576055079854
16.2,15.622999395525131
18.0,16.198658382606332
14.3,15.892785713377277
19.2,21.55917486803156
19.6,21.55917486803156
23.0,21.598043107731932
18.4,16.77160471815236
15.6,16.290216630917627
18.1,16.290216630917627
17.4,15.892785713377277
17.1,18.761311994652445
13.3,15.240686208328311
17.8,15.622999395525131
14.0,15.080474729126417
14.4,15.080474729126417
15.6,14.750693512838602
11.8,14.750693512838602
13.8,14.750693512838602
15.6,15.29321817923731
14.6,14.750693512838602
17.8,14.750693512838602
15.4,14.910904992040491
21.5,21.423638554613067
19.6,21.423638554613067
15.3,21.457836062738743
19.4,15.964248553728273
17.0,15.964248553728273
15.6,15.974103623805526
13.1,15.53093057513483
41.3,31.88197475174607
24.3,22.896559638952628
23.3,23.17665111357969
50.0,46.617543888956845
50.0,47.10298219900836
50.0,47.131977343118635
22.7,21.593034855516258
25.0,21.79057119916638
50.0,47.10298219900836
23.8,21.55416661581588
23.8,21.598043107731932
22.3,21.598043107731932
17.4,19.75391121039245
19.1,21.519969107690205
23.1,19.72848345307769
29.4,25.36480728501647
23.2,21.593034855516258
24.6,22.896559638952628
29.9,29.325432068478825
37.2,33.0579493998823
39.8,43.163362524646715
36.2,22.47815119309074
37.9,33.592625486423046
32.5,25.141505167191664
26.4,21.83150987298434
29.6,21.83150987298434
50.0,45.88676322637055
32.0,26.93549307556913
29.8,25.67512327838331
34.9,33.13689226943555
37.0,30.67874844915993
30.5,26.867936537392943
36.4,34.03942009031147
31.1,27.833837260331094
29.1,26.080701555733484
50.0,46.97435617606104
33.3,33.71271420795853
34.9,31.89756561167866
32.9,33.78607482715358
24.1,22.896559638952628
42.3,46.39098395534804
48.5,46.97435617606104
50.0,46.91302284272771
22.6,21.63560360551626
24.4,21.674809365857612
24.4,19.77105220307769
20.0,16.96297778619104
21.7,17.486397060608017
19.3,16.997175294316715
22.4,17.847233316790756
28.1,22.3986112161049
23.7,16.997175294316715
25.0,22.35940545576355
23.3,21.59673536581588
28.7,24.826005043865575
21.5,17.45219955248234
23.0,21.674809365857612
26.7,28.7691853886872
21.7,17.15738677351861
27.5,27.8665740338611
30.1,25.56089749596132
44.8,46.22025222668057
50.0,45.84571747939569
37.6,46.130563630189336
31.6,32.82535092414474
46.7,46.05528432396923
24.3,21.593034855516258
31.7,34.24240460993426
48.3,46.22025222668057
29.0,26.117693743992035
24.0,21.593034855516258
25.1,24.95206188483477
31.5,33.42527602405746
23.7,22.93576539929398
23.3,25.46688652577434
22.0,27.078301929822086
20.1,21.55416661581588
23.7,23.322774614093714
17.6,21.55416661581588
18.5,17.486397060608017
24.3,22.31683670576355
20.5,21.593034855516258
26.2,26.4500913154036
24.4,23.015962318061487
24.8,23.806611663615108
29.6,30.780385290575424
21.9,22.896559638952628
20.9,22.31683670576355
44.0,46.211720686126526
50.0,46.02833712185163
36.0,32.74963561549159
30.1,29.533626166471706
33.8,31.727362844126436
43.1,45.13771957191664
48.8,45.69149433970734
31.0,30.570105136511994
36.5,32.35168230043531
30.7,29.578393631145175
50.0,45.60377711403446
43.5,46.68938462126826
20.7,21.59673536581588
21.1,21.59673536581588
25.2,22.896559638952628
24.4,23.03074352724239
32.4,27.361310527564147
32.0,29.862176734912612
33.2,33.337356910600626
33.1,28.715381093176305
29.1,22.93576539929398
35.1,28.251554491353936
45.4,46.90502284272771
35.4,31.16629247439757
46.0,46.723076869840945
50.0,46.71033898029385
32.2,32.53932369534618
22.0,22.42876132258843
20.1,21.79169558727006
22.3,22.807056869984557
24.8,24.35186413965084
28.5,29.806358553094427
37.3,33.70156269280701
27.9,26.172637600573957
21.7,21.593034855516258
28.6,26.20103183571196
27.1,24.97901705073296
20.3,17.804664566790755
22.5,23.516483838344044
29.0,33.47344269072412
22.0,24.35186413965084
33.1,33.13662733791422
36.1,32.918184257478075
28.4,25.05101372034324
28.2,29.13136983507562
22.8,26.247153729606215
20.3,21.6551302152438
16.1,21.55416661581588
22.1,22.976756557720133
19.4,21.55416661581588
21.6,22.583909504335857
23.8,24.35186413965084
16.2,21.593034855516258
17.8,17.486397060608017
19.8,17.804664566790755
23.1,21.63224061585761
21.0,21.55416661581588
23.8,22.93576539929398
23.1,22.93576539929398
18.5,21.55416661581588
25.0,23.015962318061487
24.6,23.516483838344044
23.0,22.976756557720133
22.2,21.55416661581588
19.3,21.771158985085066
22.6,22.93576539929398
19.8,22.31683670576355
17.1,21.55416661581588
19.4,22.678789925791797
22.2,22.976756557720133
20.7,22.896559638952628
21.1,22.583909504335857
19.5,21.83313994916638
18.5,21.63560360551626
20.6,22.40136230507862
19.0,21.83313994916638
32.7,33.07261395402336
16.5,22.72203773285761
23.9,26.4500913154036
31.2,29.862176734912612
17.5,21.593034855516258
17.2,21.55416661581588
23.1,22.93576539929398
26.6,29.41838024962976
22.9,23.015962318061487
24.1,25.141505167191664
18.6,22.751240758873447
30.1,26.867936537392943
20.6,22.976756557720133
17.8,13.48289396349392
21.7,21.593372376157234
22.7,21.593034855516258
22.6,21.55416661581588
25.0,23.260305206473486
19.9,21.55416661581588
20.8,21.558837347390575
21.9,33.85670297424684
27.5,23.36641832621131
21.9,21.40427154660971
23.1,21.35661467276204
50.0,33.906623655953865
50.0,38.71428703550469
50.0,32.35520277307311
13.8,12.098674758028887
13.8,12.048493018149472
15.0,26.48714349381546
13.9,12.184884385996044
13.1,12.048493018149472
10.4,17.89929806867851
10.9,12.228491345423926
11.3,12.219337382295267
12.3,12.219337382295267
8.8,12.048493018149472
7.2,12.048493018149472
10.5,12.048493018149472
7.4,12.048493018149472
10.2,12.048493018149472
11.5,12.37954886149716
15.1,13.83877299620633
23.2,15.792578403196288
9.7,12.048493018149472
13.8,13.57470829211624
12.7,12.632253330481197
13.1,12.80309769462699
12.5,14.178541060683274
8.5,12.439281796820541
5.0,12.048493018149472
6.3,12.159422691913186
5.6,12.048493018149472
7.2,12.208704497351366
12.1,12.319634171115078
8.3,12.420610899494093
11.9,12.09088934123567
27.9,25.86193838977423
17.2,13.960736238947325
27.5,19.6748116081697
15.0,22.894510967955608
17.2,13.778342910118388
17.9,13.481740063069925
16.3,13.641951542271816
7.0,12.048493018149472
7.2,12.048493018149472
7.5,13.07400015661914
10.4,12.048493018149472
8.8,12.208704497351366
8.4,13.751730854859142
16.7,13.546137874989128
14.2,14.083808244361958
20.8,21.4655242593136
13.4,13.754028178886296
8.3,12.048493018149472
10.2,14.775604428015074
10.9,17.353574487560874
11.0,12.746687120792817
14.5,14.811256353716464
14.1,18.199727852382775
16.1,21.524780330550257
14.3,15.43727109467879
11.7,13.872494310492042
13.4,12.798257874968384
9.6,12.955604164462375
8.7,12.048493018149472
8.4,12.048493018149472
12.8,12.219337382295267
10.5,12.048493018149472
17.1,13.307837765835528
18.4,15.310506349308016
15.4,13.066533838226087
10.8,12.048493018149472
11.8,12.422025592010067
14.9,14.865721262377058
12.6,13.422979273111839
14.1,13.48289396349392
13.0,13.422441181707807
13.4,15.063926003838862
15.2,15.643334960072815
16.1,15.792578403196288
14.9,13.933639891592009
14.1,15.792578403196288
12.7,15.792578403196288
13.5,13.48289396349392
14.9,13.48289396349392
20.0,18.85891415131911
16.4,16.08519276261675
17.7,19.112072780313287
19.5,21.556193282482546
20.2,21.63224061585761
21.4,21.4655242593136
19.9,21.55416661581588
19.0,16.076511512994504
19.1,16.750458692188182
19.1,14.798660331787298
20.1,18.546058102837243
19.9,17.220333075029394
19.6,21.55416661581588
23.2,21.297162533449
29.8,29.429919183564994
13.8,14.862838108306965
