CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
-0.4263955135244781,0.2845099658103632,-1.2856277772552456,-0.27964093429378645,-0.15679974880517783,0.4144239352472622,-0.14325997548490751,0.15463569350138542,-0.9996870890062197,-0.6772352142996655,-1.4663784394151826,0.43611550626872875,-1.086870194838753
-0.4240218158267353,-0.48413150540417577,-0.5868149706025972,-0.27964093429378645,-0.7493498064310072,0.20002135740632812,0.3487300290245798,0.5742491527737356,-0.8852862777643108,-0.9967005066112805,-0.3029513104239,0.43611550626872875,-0.5134604418791235
-0.42402407756822913,-0.48413150540417577,-0.5868149706025972,-0.27964093429378645,-0.7493498064310072,1.2636808994223903,-0.2904978600461409,0.5742491527737356,-0.8852862777643108,-0.9967005066112805,-0.3029513104239,0.39076833066553407,-1.2178171336155912
-0.42344959522880404,-0.48413150540417577,-1.3047130009663475,-0.27964093429378645,-0.8438143083713564,1.003334912044114,-0.8399465512136706,1.0981560040440015,-0.7708854665224018,-1.115020985245212,0.11588245601296111,0.41082359260306506,-1.368061516001648
-0.41930156132917534,-0.48413150540417577,-1.3047130009663475,-0.27964093429378645,-0.8438143083713564,1.2107763672278749,-0.5382884462589483,1.0981560040440015,-0.7708854665224018,-1.115020985245212,0.11588245601296111,0.43611550626872875,-1.038626585815707
-0.42373457465702274,-0.48413150540417577,-1.3047130009663475,-0.27964093429378645,-0.8438143083713564,0.2125513781892391,-0.37668589003320435,1.0981560040440015,-0.7708854665224018,-1.115020985245212,0.11588245601296111,0.40514126838743136,-1.0551672517664656
-0.41712576601214,0.04964729405036519,-0.46936744007274045,-0.27964093429378645,-0.2770272967292592,-0.36939847595043956,-0.0929836246591208,0.8581376794322836,-0.5420838440385839,-0.5884948553242169,-1.5129155245748345,0.42163115042495697,-0.059970517062493865
-0.4107634871900815,0.04964729405036519,-0.46936744007274045,-0.27964093429378645,-0.2770272967292592,-0.1466425509208974,0.9664109105985341,1.0447176008964454,-0.5420838440385839,-0.5884948553242169,-1.5129155245748345,0.43611550626872875,0.866306776179984
-0.4032217101790064,0.04964729405036519,-0.46936744007274045,-0.27964093429378645,-0.2770272967292592,-0.8998360224270355,1.1064664593275124,1.107676364139224,-0.5420838440385839,-0.5884948553242169,-1.5129155245748345,0.3216890951029279,2.3522099340897924
-0.40788089765623375,0.04964729405036519,-0.46936744007274045,-0.27964093429378645,-0.2770272967292592,-0.3805362722019167,0.6001117831535149,1.3516654922077438,-0.5420838440385839,-0.5884948553242169,-1.5129155245748345,0.3225804400779291,0.5837370661878594
-0.4016780716094881,0.04964729405036519,-0.46936744007274045,-0.27964093429378645,-0.2770272967292592,0.1387634780232034,0.9017698881082367,1.2342636647018326,-0.5420838440385839,-0.5884948553242169,-1.5129155245748345,0.3873143688874037,1.0454973239798682
-0.41382588517268626,0.04964729405036519,-0.46936744007274045,-0.27964093429378645,-0.2770272967292592,-0.3735751495447424,0.49237674566968553,1.1768544580974751,-0.5420838440385839,-0.5884948553242169,-1.5129155245748345,0.43611550626872875,0.05581414459281586
-0.416504917972092,0.04964729405036519,-0.46936744007274045,-0.27964093429378645,-0.2770272967292592,-0.540642093316899,-1.0841459695103504,0.8057039374003034,-0.5420838440385839,-0.5884948553242169,-1.5129155245748345,0.3648079082686193,0.39214101892490627
-0.3558925076797539,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.45710862143082137,-0.2653596846332476,0.45005390248630844,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,0.43611550626872875,-0.634758658851353
-0.3561605240467692,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.6172144425458049,-0.4556915841880126,0.35011404198922275,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,0.4218539866687071,-0.6058124934375254
-0.30792436320850297,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.4765997648709066,-1.4324892573747319,0.35011404198922275,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,0.32414029378418197,-0.8663279821619724
-0.33842733986463264,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.4000274156420007,0.4492827306761537,0.2349607417419825,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,0.32302611256543,0.24878858068499882
-0.336334098112121,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-1.1434753154280968,-1.1703339994974136,0.01422234234822767,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,-0.7661974468862457,-0.16197129042550487
-0.28554895461034263,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.9847617188445483,1.038234268921087,0.014892116425278434,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,0.20960246449650544,1.1240654872459712
-0.33075551271766407,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.4348330289278671,0.718620324385727,0.11746323222506386,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,0.38742578700927877,0.13300391902968908
-0.2877337968933531,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.18840928686393563,0.8083995222889181,0.10052751627677856,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,0.43611550626872875,0.8070360565230993
-0.315331566600697,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.6464511577059322,1.1064664593275124,0.15712342578757438,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,0.40982082950618876,0.9669291607137651
-0.34226551517961074,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.49191423471668655,0.8945875522759812,0.30275144654062813,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,0.40748104894680975,0.47346595984946904
-0.3320560140765989,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.944387207432944,0.5929294473212594,0.32906399956762517,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,-0.6054210970203733,0.5024121252632966
-0.35112588748157103,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.6464511577059322,0.7581231714631309,0.4378544460828828,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,0.21305642627463578,0.2680860242942172
-0.31902499046007193,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.32067061735022706,0.7042556527212163,0.3284899075015817,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,-0.5724413329453227,0.6085480651139972
-0.33969504597190736,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,0.30304597273249106,0.9053610560243646,0.3291118405731287,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,0.33628486906857535,-0.008970130380988246
-0.3137460858135434,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,0.5522541638592916,0.6503881339793015,0.22591879170179602,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,0.25038149710281843,-0.12199801437783828
-0.29923022890633694,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.7856736108493955,0.8945875522759812,0.22304833137157803,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,0.026876744621224555,1.3418509222642923
-0.27390890201250245,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.28586500406436066,1.1064664593275124,0.19530054817947198,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,0.21138515444650846,0.02411120152052861
-0.2701464950375666,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.45571639689938626,0.4600562344245365,0.10679468799775431,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,-1.3944842361403373,2.04620761400076
-0.2968655781745694,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.8023803052266117,0.9269080635211302,0.00977312883638992,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,0.011278207558700178,0.7560356698415941
-0.24472112803501733,-0.48413150540417577,-0.42972889851891366,-0.27964093429378645,-0.15679974880517783,-0.2524516153099293,0.9951402539275557,-0.0033353066716050946,-0.6564846552804928,-0.6121589510510032,1.1862354146849414,-1.219446366674443,1.0303350468583397
-0.4198534262536625,-0.48413150540417577,-0.7497734192127737,-0.27964093429378645,-0.4917193465936901,-0.47938421393377556,-0.03552493800107819,-0.19446012365861193,-0.5420838440385839,-0.7778076211385072,0.3485678818112176,0.43611550626872875,-0.4390274451007103
-0.41609101927872666,-0.48413150540417577,-0.7497734192127737,-0.27964093429378645,-0.4917193465936901,-0.6074688708257617,-0.2797243562977581,-0.1860401066899729,-0.5420838440385839,-0.7778076211385072,0.3485678818112176,0.2206328585621475,-0.20056617764394136
-0.4180474256708634,-0.48413150540417577,-0.7497734192127737,-0.27964093429378645,-0.4917193465936901,-0.5949388500428507,-0.9943667716071591,0.08009940692672801,-0.5420838440385839,-0.7778076211385072,0.3485678818112176,0.43611550626872875,-0.5644608285606292
