index,Reliability,chemicalFormula Clean
808.5,1.0,Ag1Br1
783.0,1.0,Ag1N3
820.0,1.0,Ag1Te1
789.5,1.0,Ag2S1
803.0,1.0,Ag2Se1
146.0,1.0,Al1B1
184.0,1.0,Al1Bi1
149.0,1.0,Al1N1
159.0,1.0,Al1P1
153.5,1.0,Al2O3
181.0,1.0,Al2Te3
644.0,1.0,As
661.0,1.0,As1Br3
648.5,1.0,As1Se1
616.0,1.0,As2S3
618.0,1.0,As2S5
662.0,1.0,As2Te3
617.0,1.0,As4S4
26.0,1.0,B1
40.0,1.0,B2O3
1065.0,1.0,Ba1F2
1066.0,1.0,Ba1S1
1068.0,1.0,Ba1Se1
1070.0,1.0,Ba1Te1
16.5,1.0,Be1O1
23.0,1.0,Be1Se1
25.0,1.0,Be1Te1
24.0,1.0,Be3Sb2
1445.0,1.0,Bi
1411.0,1.0,Bi1Br3
1437.5,1.0,Bi1I3
1391.5,1.0,Bi2O3
1401.0,1.0,Bi2S3
1428.0,1.0,Bi2Te3
52.5,1.0,C
60.0,1.0,C1Br4
61.0,1.0,C1I4
262.0,1.0,Ca1B6
265.0,1.0,Ca1O1
271.0,1.0,Ca2Si1
275.0,1.0,Ca2Sn1
858.0,1.0,Cd1As2
874.0,1.0,Cd1Br2
856.0,1.0,Cd1Cl2
835.0,1.0,Cd1F2
890.5,1.0,Cd1I2
875.0,1.0,Cd1In1
832.5,1.0,Cd1O1
841.0,1.0,Cd1P4
849.5,1.0,Cd1S1
876.0,1.0,Cd1Sb1
866.0,1.0,Cd1Sc1
886.0,1.0,Cd1Te1
859.0,1.0,Cd3As2
900.0,1.0,Cd3Bi2
840.0,1.0,Cd3P2
877.0,1.0,Cd4Sb3
1090.0,1.0,Ce1F3
1085.0,1.0,Ce1N1
1086.0,1.0,Ce1O2
1091.0,1.0,Ce2S3
1092.0,1.0,Ce2Se3
1095.0,1.0,Ce2Te3
378.0,1.0,Co1As2
379.0,1.0,Co1As3
380.0,1.0,Co1Te1.88
318.0,1.0,Cr1O2
328.0,1.0,Cr1Sb1
322.0,1.0,Cr1Si2
317.0,1.0,Cr2O3
323.0,1.0,Cr2S3
325.0,1.0,Cr2Se3
329.0,1.0,CrTe
1059.0,1.0,Cs1Bi2
1046.0,1.0,Cs1Br1
1040.0,1.0,Cs1F1
1055.0,1.0,Cs1I1
1054.0,1.0,Cs2Te1
1060.0,1.0,Cs3Bi1
1049.0,1.0,Cs3Sb1
391.0,1.0,Cu1N3
400.0,1.0,Cu1P2
393.0,1.0,Cu2O1
411.0,1.0,Cu2Se1
417.0,1.0,Cu2Te1
1181.0,1.0,Dy1As1
1177.0,1.0,Dy2O3
1179.0,1.0,Dy2S3
1185.0,1.0,Er1B6
1186.0,1.0,Er1N1
1190.0,1.0,Er1Se2
1193.0,1.0,Er1Te1
1188.0,1.0,Er2O3
1191.0,1.0,Er2Se3
1194.0,1.0,Er2Te3
1192.0,1.0,Er3Te4
1137.0,1.0,Eu1N1
1147.0,1.0,Eu1S1
1154.0,1.0,Eu1Se1
1160.0,1.0,Eu1Te1
1141.0,1.0,Eu2O3
1153.0,1.0,Eu3As2
1146.0,1.0,Eu3P2
362.0,1.0,Fe1As2
371.0,1.0,Fe1I2
360.0,1.0,Fe1P2
361.0,1.0,Fe1S2
357.0,1.0,Fe1Si1
353.0,1.0,Fe2O3
368.0,1.0,Fe2Te3
511.0,1.0,Ga1As1
566.0,1.0,Ga1Bi1
486.0,1.0,Ga1N1
492.5,1.0,Ga1P1
499.0,1.0,Ga1S1
546.0,1.0,Ga1Sb1
528.5,1.0,Ga1Se1
552.0,1.0,Ga1Te1
490.0,1.0,Ga2O3
500.0,1.0,Ga2S3
553.5,1.0,Ga2Te3
1167.0,1.0,Gd1As1
1163.0,1.0,Gd1B6
1164.0,1.0,Gd1N1
1165.0,1.0,Gd2O3
585.5,1.0,Ge
596.5,1.0,Ge1As1
613.0,1.0,Ge1I2
567.0,1.0,Ge1O2
578.0,1.0,Ge1S1
579.0,1.0,Ge1S2
599.5,1.0,Ge1Se1
601.5,1.0,Ge1Se2
606.0,1.0,Ge1Sn1
607.0,1.0,Ge1Te1
608.0,1.0,Ge1Te2
1203.0,1.0,Hf1O2
1205.0,1.0,Hf1S2
1205.0,1.0,Hf1S3
1208.5,1.0,Hf1Se2
1270.0,1.0,Hg1Br2
1277.0,1.0,Hg1I2
1250.0,1.0,Hg1O1
1254.5,1.0,Hg1S1
1265.0,1.0,Hg1Se1
1271.0,1.0,Hg1Te1
1261.0,1.0,Hg2Cl2
1184.0,1.0,Ho2O3
1036.0,1.0,I
916.0,1.0,In1As1
906.0,1.0,In1P1
934.0,1.0,In1Sb1
923.5,1.0,In1Se1
902.5,1.0,In2O3
927.0,1.0,In2Se3
940.5,1.0,In2Te3
1234.0,1.0,Ir1S2
237.0,1.0,K1Br1
231.0,1.0,K1Cl1
227.5,1.0,K1F1
230.0,1.0,K2S1
251.0,1.0,K2Te1
1072.0,1.0,La1B6
1075.0,1.0,La2O3
1080.0,1.0,La2Se3
1083.0,1.0,La2Te3
1084.0,1.0,La3Te4
10.0,1.0,Li1I1
15.0,1.0,Li3Bi1
9.0,1.0,Li3Sb1
1202.0,1.0,Lu2O3
92.0,1.0,Mg1F2
125.0,1.0,Mg1Se1
139.0,1.0,Mg1Te1
107.5,1.0,Mg2Ge1
97.5,1.0,Mg2Si1
128.5,1.0,Mg2Sn1
123.0,1.0,Mg3As2
144.0,1.0,Mg3Bi2
105.0,1.0,Mg3P2
137.0,1.0,Mg3Sb2
337.5,1.0,Mn1F2
351.0,1.0,Mn1I2
331.0,1.0,Mn1O1
343.0,1.0,Mn1S1
346.0,1.0,Mn1Se1
345.0,1.0,Mn1Se2
347.0,1.0,Mn1Te1
749.5,1.0,Mo1O3
754.5,1.0,Mo1S2
760.0,1.0,Mo1Te2
72.0,1.0,Na1Br1
65.0,1.0,Na1Cl1
63.0,1.0,Na1F1
84.0,1.0,Na1I1
64.0,1.0,Na2S1
71.0,1.0,Na2Se1
82.0,1.0,Na2Te1
76.0,1.0,Na3Sb1
746.0,1.0,Nb1Se2
742.0,1.0,Nb2O5
1116.0,1.0,Nd1As1
1110.0,1.0,Nd1B6
1114.0,1.0,Nd1F3
1119.0,1.0,Nd1Te2
1115.0,1.0,Nd2S3
1120.0,1.0,Nd4Te7
389.0,1.0,Ni1As2
381.0,1.0,Ni1O1
385.0,1.0,Ni1P2
390.0,1.0,NiTe
1231.0,1.0,Os1As2
1229.0,1.0,Os1P2
1232.0,1.0,Os1Sb2
218.5,1.0,P
1352.0,1.0,Pb1Cl2
1385.0,1.0,Pb1I2
1320.0,1.0,Pb1N6
1323.0,1.0,Pb1O1
1355.0,1.0,Pb1Se1
1371.0,1.0,Pb1Te1
1325.0,1.0,Pb2O3
1328.0,1.0,Pb3O4
775.0,1.0,Pd1O1
777.0,1.0,Pd1P2
778.0,1.0,Pd1S1
779.0,1.0,Pd1S2
781.0,1.0,Pd1Se2
