index,Reliability,chemicalFormula Clean
808.5,1.0,Ag1Br1
793.5,1.0,Ag1Cl1
783.0,1.0,Ag1N3
820.0,1.0,Ag1Te1
789.5,1.0,Ag2S1
803.0,1.0,Ag2Se1
164.5,1.0,Al1As1
146.0,1.0,Al1B1
184.0,1.0,Al1Bi1
149.0,1.0,Al1N1
159.0,1.0,Al1P1
177.5,1.0,Al1Sb1
153.5,1.0,Al2O3
163.0,1.0,Al2S3
176.0,1.0,Al2Se3
181.0,1.0,Al2Te3
644.0,1.0,As
661.0,1.0,As1Br3
648.5,1.0,As1Se1
614.0,1.0,As2O3
618.0,1.0,As2S5
662.0,1.0,As2Te3
617.0,1.0,As4S4
26.0,1.0,B1
37.0,1.0,B1N1
42.0,1.0,B1P1
40.0,1.0,B2O3
1065.0,1.0,Ba1F2
1062.0,1.0,Ba1O1
1066.0,1.0,Ba1S1
1068.0,1.0,Ba1Se1
1070.0,1.0,Ba1Te1
16.5,1.0,Be1O1
23.0,1.0,Be1Se1
25.0,1.0,Be1Te1
24.0,1.0,Be3Sb2
1411.0,1.0,Bi1Br3
1437.5,1.0,Bi1I3
1401.0,1.0,Bi2S3
1406.0,1.0,Bi2Se3
1428.0,1.0,Bi2Te3
52.5,1.0,C
60.0,1.0,C1Br4
262.0,1.0,Ca1B6
270.0,1.0,Ca1F2
265.0,1.0,Ca1O1
272.0,1.0,Ca1S1
274.0,1.0,Ca1Se1
276.0,1.0,Ca1Te1
278.0,1.0,Ca2Pb1
271.0,1.0,Ca2Si1
858.0,1.0,Cd1As2
874.0,1.0,Cd1Br2
856.0,1.0,Cd1Cl2
890.5,1.0,Cd1I2
875.0,1.0,Cd1In1
832.5,1.0,Cd1O1
837.5,1.0,Cd1P2
841.0,1.0,Cd1P4
849.5,1.0,Cd1S1
866.0,1.0,Cd1Sc1
886.0,1.0,Cd1Te1
900.0,1.0,Cd3Bi2
840.0,1.0,Cd3P2
877.0,1.0,Cd4Sb3
1090.0,1.0,Ce1F3
1085.0,1.0,Ce1N1
1086.0,1.0,Ce1O2
1091.0,1.0,Ce2S3
1095.0,1.0,Ce2Te3
378.0,1.0,Co1As2
372.0,1.0,Co1O1
380.0,1.0,Co1Te1.88
322.0,1.0,Cr1Si2
317.0,1.0,Cr2O3
323.0,1.0,Cr2S3
325.0,1.0,Cr2Se3
324.0,1.0,Cr3Se4
329.0,1.0,CrTe
1059.0,1.0,Cs1Bi2
1046.0,1.0,Cs1Br1
1040.0,1.0,Cs1F1
1055.0,1.0,Cs1I1
1054.0,1.0,Cs2Te1
1045.0,1.0,Cs3As1
1060.0,1.0,Cs3Bi1
1049.0,1.0,Cs3Sb1
391.0,1.0,Cu1N3
400.0,1.0,Cu1P2
393.0,1.0,Cu2O1
402.0,1.0,Cu2S1
411.0,1.0,Cu2Se1
1181.0,1.0,Dy1As1
1177.0,1.0,Dy2O3
1179.0,1.0,Dy2S3
1190.0,1.0,Er1Se2
1193.0,1.0,Er1Te1
1188.0,1.0,Er2O3
1191.0,1.0,Er2Se3
1194.0,1.0,Er2Te3
1137.0,1.0,Eu1N1
1139.0,1.0,Eu1O1
1147.0,1.0,Eu1S1
1154.0,1.0,Eu1Se1
1160.0,1.0,Eu1Te1
1153.0,1.0,Eu3As2
1146.0,1.0,Eu3P2
371.0,1.0,Fe1I2
360.0,1.0,Fe1P2
361.0,1.0,Fe1S2
357.0,1.0,Fe1Si1
356.0,1.0,Fe1Si2
369.0,1.0,Fe1Te2
353.0,1.0,Fe2O3
368.0,1.0,Fe2Te3
511.0,1.0,Ga1As1
492.5,1.0,Ga1P1
499.0,1.0,Ga1S1
546.0,1.0,Ga1Sb1
528.5,1.0,Ga1Se1
552.0,1.0,Ga1Te1
490.0,1.0,Ga2O3
553.5,1.0,Ga2Te3
1167.0,1.0,Gd1As1
1163.0,1.0,Gd1B6
1164.0,1.0,Gd1N1
1165.0,1.0,Gd2O3
585.5,1.0,Ge
596.5,1.0,Ge1As1
596.5,1.0,Ge1As2
613.0,1.0,Ge1I2
567.0,1.0,Ge1O2
578.0,1.0,Ge1S1
599.5,1.0,Ge1Se1
601.5,1.0,Ge1Se2
606.0,1.0,Ge1Sn1
607.0,1.0,Ge1Te1
608.0,1.0,Ge1Te2
1205.0,1.0,Hf1S3
1270.0,1.0,Hg1Br2
1277.0,1.0,Hg1I2
1250.0,1.0,Hg1O1
1254.5,1.0,Hg1S1
1261.0,1.0,Hg2Cl2
1182.0,1.0,Ho1N1
1184.0,1.0,Ho2O3
916.0,1.0,In1As1
901.0,1.0,In1N1
906.0,1.0,In1P1
913.0,1.0,In1S1
934.0,1.0,In1Sb1
902.5,1.0,In2O3
911.5,1.0,In2S3
927.0,1.0,In2Se3
940.5,1.0,In2Te3
914.0,1.0,In4S5
1234.0,1.0,Ir1S2
231.0,1.0,K1Cl1
227.5,1.0,K1F1
230.0,1.0,K2S1
251.0,1.0,K2Te1
246.0,1.0,K3Sb1
1072.0,1.0,La1B6
1077.0,1.0,La1F3
1082.0,1.0,La1Sb1
1083.0,1.0,La2Te3
1084.0,1.0,La3Te4
7.0,1.0,Li1Br1
6.0,1.0,Li1Cl1
10.0,1.0,Li1I1
15.0,1.0,Li3Bi1
9.0,1.0,Li3Sb1
1202.0,1.0,Lu2O3
89.0,1.0,Mg1O1
125.0,1.0,Mg1Se1
139.0,1.0,Mg1Te1
107.5,1.0,Mg2Ge1
141.0,1.0,Mg2Pb1
97.5,1.0,Mg2Si1
123.0,1.0,Mg3As2
144.0,1.0,Mg3Bi2
105.0,1.0,Mg3P2
137.0,1.0,Mg3Sb2
340.0,1.0,Mn1Al3
337.5,1.0,Mn1F2
351.0,1.0,Mn1I2
345.0,1.0,Mn1Se2
347.0,1.0,Mn1Te1
348.0,1.0,Mn1Te2
341.0,1.0,MnSi
749.5,1.0,Mo1O3
754.5,1.0,Mo1S2
760.0,1.0,Mo1Te2
72.0,1.0,Na1Br1
65.0,1.0,Na1Cl1
64.0,1.0,Na2S1
71.0,1.0,Na2Se1
76.0,1.0,Na3Sb1
746.0,1.0,Nb1Se2
742.0,1.0,Nb2O5
1116.0,1.0,Nd1As1
1110.0,1.0,Nd1B6
1114.0,1.0,Nd1F3
1119.0,1.0,Nd1Te2
1113.0,1.0,Nd2O3
1115.0,1.0,Nd2S3
1120.0,1.0,Nd4Te7
389.0,1.0,Ni1As2
381.0,1.0,Ni1O1
386.0,1.0,Ni1S1
387.0,1.0,Ni1S2
390.0,1.0,NiTe
1229.0,1.0,Os1P2
1230.0,1.0,Os1S2
1232.0,1.0,Os1Sb2
218.5,1.0,P
222.0,1.0,P1As1
1367.0,1.0,Pb1Br2
1352.0,1.0,Pb1Cl2
1385.0,1.0,Pb1I2
1320.0,1.0,Pb1N6
1323.0,1.0,Pb1O1
1355.0,1.0,Pb1Se1
1371.0,1.0,Pb1Te1
1325.0,1.0,Pb2O3
1328.0,1.0,Pb3O4
775.0,1.0,Pd1O1
777.0,1.0,Pd1P2
778.0,1.0,Pd1S1
779.0,1.0,Pd1S2
780.0,1.0,Pd1Se1
781.0,1.0,Pd1Se2
782.0,1.0,Pd1Te2
1096.0,1.0,Pr1B6
1101.0,1.0,Pr1F3
1097.0,1.0,Pr1O2
1106.0,1.0,Pr1Sb1
1107.5,1.0,Pr1Te2
1098.0,1.0,Pr2O3
1109.0,1.0,Pr2Te3
1236.0,1.0,Pt1O2
1239.0,1.0,Pt1S1
1240.0,1.0,Pt1S2
1243.0,1.0,Pt1Se2
694.0,1.0,Rb1Cl1
693.0,1.0,Rb1F1
708.0,1.0,Rb1I1
703.0,1.0,Rb3Sb1
1227.0,1.0,Re1S2
1228.0,1.0,Re1Se2
1226.0,1.0,Re1Si2
772.0,1.0,Rh1S3
771.0,1.0,Rh2S3
766.0,1.0,Ru1As2
764.0,1.0,Ru1P2
765.0,1.0,Ru1S2
768.0,1.0,Ru1Sb2
223.0,1.0,S
1014.0,1.0,Sb
1019.0,1.0,Sb1I3
999.0,1.0,Sb2S3
1016.0,1.0,Sb2Te3
279.0,1.0,Sc1N1
280.0,1.0,Sc2O3
284.0,1.0,Sc2S3
673.0,1.0,Se
690.0,1.0,Se3Te1
671.0,1.0,SeS
199.0,1.0,Si
185.5,1.0,Si1C1
206.0,1.0,Si1P2
211.0,1.0,Si1Se2
213.0,1.0,Si1Sn1
214.0,1.0,Si2Te3
192.0,1.0,Si3N4
1131.0,1.0,Sm1As1
1127.0,1.0,Sm1S1
1132.0,1.0,Sm1Se1
1124.0,1.0,Sm2O3
1133.0,1.0,Sm2Se3
984.0,1.0,Sn
982.0,1.0,Sn1Br2
970.0,1.0,Sn1Cl2
993.0,1.0,Sn1I2
992.0,1.0,Sn1I4
966.0,1.0,Sn1S1
971.5,1.0,Sn1Se2
719.0,1.0,Sr1S1
721.0,1.0,Sr1Se1
723.0,1.0,Sr1Te1
1212.0,1.0,Ta1S2
1211.0,1.0,Ta2O5
1210.0,1.0,TaN
1169.0,1.0,Tb1O2
1170.0,1.0,Tb2O3
1023.0,1.0,Te
1022.0,1.0,Te1O2
1448.5,1.0,Th1O2
285.0,1.0,Ti1C0.9
287.5,1.0,Ti1O2
