index,Reliability,chemicalFormula Clean
793.5,1.0,Ag1Cl1
783.0,1.0,Ag1N3
789.5,1.0,Ag2S1
803.0,1.0,Ag2Se1
819.0,1.0,Ag2Te1
146.0,1.0,Al1B1
184.0,1.0,Al1Bi1
149.0,1.0,Al1N1
159.0,1.0,Al1P1
163.0,1.0,Al2S3
176.0,1.0,Al2Se3
181.0,1.0,Al2Te3
644.0,1.0,As
648.5,1.0,As1Se1
614.0,1.0,As2O3
616.0,1.0,As2S3
618.0,1.0,As2S5
650.0,1.0,As2Se3
662.0,1.0,As2Te3
617.0,1.0,As4S4
26.0,1.0,B1
42.0,1.0,B1P1
40.0,1.0,B2O3
1065.0,1.0,Ba1F2
1062.0,1.0,Ba1O1
1066.0,1.0,Ba1S1
1068.0,1.0,Ba1Se1
16.5,1.0,Be1O1
23.0,1.0,Be1Se1
25.0,1.0,Be1Te1
1445.0,1.0,Bi
1391.5,1.0,Bi2O3
1406.0,1.0,Bi2Se3
1428.0,1.0,Bi2Te3
52.5,1.0,C
60.0,1.0,C1Br4
61.0,1.0,C1I4
262.0,1.0,Ca1B6
270.0,1.0,Ca1F2
265.0,1.0,Ca1O1
272.0,1.0,Ca1S1
274.0,1.0,Ca1Se1
276.0,1.0,Ca1Te1
278.0,1.0,Ca2Pb1
271.0,1.0,Ca2Si1
275.0,1.0,Ca2Sn1
858.0,1.0,Cd1As2
856.0,1.0,Cd1Cl2
835.0,1.0,Cd1F2
890.5,1.0,Cd1I2
875.0,1.0,Cd1In1
837.5,1.0,Cd1P2
841.0,1.0,Cd1P4
849.5,1.0,Cd1S1
876.0,1.0,Cd1Sb1
866.0,1.0,Cd1Sc1
886.0,1.0,Cd1Te1
859.0,1.0,Cd3As2
900.0,1.0,Cd3Bi2
840.0,1.0,Cd3P2
877.0,1.0,Cd4Sb3
1090.0,1.0,Ce1F3
1085.0,1.0,Ce1N1
1086.0,1.0,Ce1O2
1091.0,1.0,Ce2S3
378.0,1.0,Co1As2
377.0,1.0,Co1Si1
380.0,1.0,Co1Te1.88
328.0,1.0,Cr1Sb1
322.0,1.0,Cr1Si2
317.0,1.0,Cr2O3
324.0,1.0,Cr3Se4
